Numero;Caso;Mes;Resolucion;Comunicación;Categoria;Subcategoria;Segmento;Equipo_Resolutor;Canal;Movimiento;Monto;Cliente;Productos_act;Sexo
1651;38238372;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Eminent;4;M
1652;38856120;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PLAZA DE MAYO;SUC;GASTOS DE SERVICIO EMINENT;$ 5.165,16;Negocios;2;F
1653;38807563;Noviembre;Favorable al cliente;Sin Envío;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;COM.SERV.EMINENT (800029270247);$ 8.264,46;Prefer;0;M
1654;38548605;Septiembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;VILLA BALLESTER;SUC;COM.SERV.CTA.PROP (800056947139);$ 4.958,68;Masivo;1;F
1655;38251147;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;M
1656;38787648;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;M
1657;38579007;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;Comisiones y Morosidad;CCC;INTERESES FINANCIACION;$ 6.325,46;Prefer;2;M
1658;38552826;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CASA MATRIZ TORRE;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;0;F
1659;38363036;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;NEUQUEN;SUC;COM.SERV.CTA.PROP;$ 3.719,01;Eminent;1;F
1660;38427795;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1661;38807567;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT (800011443778);$ 8.264,46;Prefer;4;M
1662;38415563;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
1663;38176641;Octubre;Desfavorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Alta;Cuentas;CCC;COM.CJA.SEGURIDAD;$ 14.778,00;Prefer;0;F
1664;38423646;Diciembre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;COM.SERV.CLASSIC (800072913375);$ 92,88;Masivo;1;F
1665;38721125;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;CAD;SERVICIO CUENTA CLASSIC;$ 4.958,68;Prefer;3;M
1666;38844443;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;M
1667;38548991;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Eminent;2;M
1668;38623225;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CONCORDIA;SUC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Eminent;0;M
1669;38799739;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;AV. ENTRE RIOS;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Prefer;1;F
1670;38481922;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;RESISTENCIA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;F
1671;38785393;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F
1672;38324190;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;CORDOBA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;F
1673;38364567;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Alta;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;F
1674;38520551;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PLAZA DE MAYO;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;1;F
1675;38321259;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1676;38554565;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CIPOLLETTI;SUC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Prefer;4;M
1677;38888708;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CAD;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;M
1678;38671718;Diciembre;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;Comisiones y Morosidad;CAD;COM.LINK/OTRAS (4770539000451838);$ 236,79;Masivo;0;F
1679;38255208;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;MEDRANO;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Masivo;1;F
1680;38315445;Septiembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;CCC;GASTOS DE SERVICIO EMI;$ 4.090,92;Masivo;3;F
1681;38622837;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;PARERA;SUC;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Eminent;4;M
1682;38301904;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;CCC;COMISIÓN POR REPOSICIÓ;$ 808,00;Negocios;2;M
1683;38680368;Junio;Desfavorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;COM.SERV.EMINENT (800044358737);$ 3.214,72;Prefer;0;F
1684;38676597;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT (800039372344);$ 8.264,46;Masivo;1;M
1685;38411031;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;CALLAO Y ARENALES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1686;38636983;Febrero;Desfavorable al cliente;Sin Envío;Cuentas Reclamos;Comisiones e intereses;Renta Baja;Comisiones y Morosidad;CAD;COM.SERV.CTA.SIMP (800079868480);$ 374,02;Negocios;4;M
1687;38217019;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
1688;38525465;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;AVENIDA SABATTINI;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;0;M
1689;38809087;Octubre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;ONB;Com.serv.eminent;$ 8.264,46;Eminent;1;F
1690;38431436;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Palmas del Pilar;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1691;38172652;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.PREFER;$ 886,79;Prefer;4;F
1692;38814525;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Baja;Comisiones y Morosidad;SUC;COMISIÓN MANT DE CTA.;$ 909,00;Prefer;2;M
1693;38154062;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;COM.SERV.CLASSIC;$ 1.859,40;Prefer;0;M
1694;38684630;Junio;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;SUC;COM.SERV.CTA.SIMP (800052557336);$ 1.239,72;Masivo;1;F
1695;38591662;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;OLIVOS ALTO;SUC;SERVICIO CUENTA SIMPLE;$ 1.652,89;Prefer;3;F
1696;38699464;Febrero;Desfavorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CAD;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Masivo;4;M
1697;38324299;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;AV. BELGRANO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;M
1698;38480459;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;AV. CHICLANA;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;0;M
1699;38703080;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Comisiones y Morosidad;CCC;SERVICIO CUENTA CLASSIC;$ 4.958,68;Prefer;1;M
1700;38163133;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;SAN LUIS;SUC;SERVICIO CUENTA PREFER;$ 3.057,85;Masivo;3;F
1701;38547926;Julio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Baja;AVDA. LURO;SUC;COM.SERV.CTA.TOT (800071842490);$ 3.305,79;Masivo;4;F
1702;38519191;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Baja;Comisiones y Morosidad;SUC;COM. MANT. CC/CCE (Marzo 2023);$ 2.066,12;Eminent;2;F
1703;38326961;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CONCORDIA;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Eminent;0;F
1704;38629087;Diciembre;Desfavorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 3.099,18;Eminent;1;F
1705;38838873;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;3;F
1706;38703501;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F
1707;38250133;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Cuentas;CCC;GASTOS DE SERVICIO EMI;$ 2.107,38;Prefer;2;M
1708;38351088;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;BANFIELD;SUC;COM.SERV.EMINENT;$ 6.446,28;Masivo;0;M
1709;38394453;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;BOEDO;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Masivo;1;F
1710;38623086;Junio;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;SIN RENTA;Comisiones y Morosidad;SUC;COM.SERV.CTA.TOT (300000033118);$ 3.305,79;Masivo;3;F
1711;38692781;Octubre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CCC;COM.SERV.PREFER (800032938679);$ 698,50;Eminent;4;F
1712;38597019;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;M
1713;38534129;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CORONEL DIAZ;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;0;M
1714;38228919;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.PREFER;$ 68,06;Masivo;1;F
1715;38733958;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CAD;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;3;M
1716;38175690;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;PERSONAS ANSES;NEUQUEN;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F
1717;38871918;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CAD;SERVICIO CUENTA SIMPLE;$ 2.892,56;Prefer;2;M
1718;38727733;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;COM.SERV.CTA.SIMP (800028179459);$ 446,66;Masivo;0;M
1719;38204439;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;NAZCA;SUC;COM.SERV.PREFER;$ 963,24;Eminent;1;M
1720;38696212;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.EMINENT (800056040397);$ 10.330,58;Eminent;3;F
1721;38895206;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT (900180045380);$ 10.330,58;Prefer;4;F
1722;38661230;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PACHECO;SUC;SERVICIO CUENTA SIMPLE;$ 2.892,56;Prefer;2;F
1723;38201331;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Cuentas;CAD;INTERESES FINANCIACION;$ 2.192,72;Prefer;0;M
1724;38314685;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CIPOLLETTI;SUC;COM.SERV.CLASSIC;$ 396,69;Masivo;1;M
1725;38488671;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;OUT LEAN;CSEDB;GASTOS DE SERVICIO EMI;$ 4.090,81;Prefer;3;F
1726;38907703;Febrero;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CAD;CARGO REPOSICION (4517699022297201);$ 991,74;Masivo;4;F
1727;38283629;Julio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;AV. CHICLANA;SUC;COM.SERV.PREFER (800080394969);$ 2.272,93;Eminent;2;M
1728;38262134;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CIPOLLETTI;SUC;SERVICIO CUENTA CLASSI;$ 2.479,34;Eminent;0;M
1729;38559471;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;AV. CORDOBA;SUC;COM.SERV.EMINENT (800051933792);$ 7.934,58;Prefer;1;M
1730;38663739;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;3;M
1731;38649624;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;?;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;F
1732;38698954;Septiembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CONECTA;Conecta;COM.SERV.CTA.TOT (800049623961);$ 826,45;Eminent;2;F
1733;38217359;Agosto;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Baja;Cuentas;CAD;SERVICIO CUENTA SIMPLE;$ 2.479,34;Eminent;0;F
1734;38478704;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA CLASSI;$ 3.719,01;Eminent;1;F
1735;38898323;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;ROSARIO PASEO DEL SIGLO;SUC;SERVICIO CUENTA TOTAL;$ 4.132,23;Eminent;3;F
1736;38845152;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;CCC;COM.SERV.PREFER (800070837183);$ 5.284,58;Prefer;4;F
1737;38287940;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;SUC;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Prefer;2;F
1738;38712396;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;SUC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Masivo;0;M
1739;38359334;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;L.DE MARTINEZ;SUC;GASTOS DE SERVICIO EMI;$ 4.214,88;Masivo;1;M
1740;38566376;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD2;CAD;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;3;F
1741;38544026;Octubre;Desfavorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;ONB;Com.serv.classic;$ 402,39;Eminent;4;F
1742;38187001;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CCC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Negocios;2;F
1743;38805289;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;COM.SERV.CLASSIC (800030768172);$ 4.958,68;Prefer;0;M
1744;38625067;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CCC;CARGOGESTCOBRANZA;$ 323,00;Masivo;1;M
1745;38622757;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;OLAVARRIA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1746;38310059;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;M
1747;38183415;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;GASTOS DE SERVICIO EMINENT;$ 6.446,28;Prefer;2;F
1748;38835238;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SAN LORENZO;SUC;SERVICIO CUENTA CLASSIC;$ 4.958,68;Masivo;0;M
1749;38847210;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CAD;CAD;COM.SERV.PREFER (800047697915);$ 404,11;Eminent;1;M
1750;38287665;Mayo;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;PERSONAS ANSES;Cuentas;CCC;COM.SERV.PREFER (800078371531);$ 4.545,45;Eminent;3;M
1751;38252734;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CASA MATRIZ TORRE;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;4;F
1752;38156755;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 2.272,73;Prefer;2;F
1753;38680773;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;SUC;SERVICIO CUENTA CLASSIC;$ 4.958,68;Prefer;0;F
1754;38391905;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Cuentas;SUC;COMISION RENO.ANUAL;$ 10.201,33;Masivo;1;M
1755;38677682;Enero;Desfavorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;ONB;Com.serv.eminent;$ 8.040,48;Prefer;3;M
1756;38635702;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.PREFER (800075427511);$ 0,02;Masivo;4;F
1757;38255068;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CCC;GASTOS DE SERVICIO EMI;$ 8.181,82;Eminent;2;F
1758;38909882;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Media;Comisiones y Morosidad;CCC;COM RENOV ANUAL  2/3;$ 1.074,33;Eminent;0;M
1759;38307748;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;ADROGUE;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;1;M
1760;38636799;Abril;Desfavorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Media;Comisiones y Morosidad;CCC;COM.BANELCO O/BCO (4517699017718948);$ 578,52;Masivo;3;M
1761;38574976;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CIPOLLETTI;SUC;COM.SERV.CTA.NEG (800078345158);$ 4.545,45;Masivo;4;M
1762;38430575;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;AV. CORDOBA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;F
1763;38159541;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;PQUE.CENTENARIO;SUC;COM.SERV.CTA.NEG;$ 4.545,45;Eminent;0;F
1764;38528898;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;COM RENOV ANUAL  1/3;$ 7.988,66;Eminent;1;F
1765;38360035;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;ARROYO;SUC;SERVICIO CUENTA CLASSI;$ 3.719,01;Eminent;3;F
1766;38561684;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PACHECO;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F
1767;38471186;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;BOEDO;SUC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Prefer;2;F
1768;38187732;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;PLAZA LAVALLE;SUC;COM.SERV.CTA.NEG;$ 4.545,45;Masivo;0;F
1769;38903541;Junio;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Agro Pes;Comisiones y Morosidad;SUC;COM.GEST.TRANSF.;$ 490,00;Masivo;1;M
1770;38914720;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;BERAZATEGUI;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Masivo;3;M
1771;38487568;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;BOEDO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;4;F
1772;38900217;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Baja;VIEDMA;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F
1773;38335597;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PATERNAL I;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Prefer;0;F
1774;38158071;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.CTA.TOT;$ 3.305,79;Masivo;1;M
1775;38174122;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;?;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;M
1776;38181611;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 2.396,69;Negocios;4;F
1777;38385004;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;CARGOGESTCOBRANZA;$ 323,00;Prefer;2;M
1778;38755716;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;PARQUE INDUSTRIAL PILAR;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;0;F
