Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo;AgeAntiguedad;Beneficio
1680;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 4.090,92;Masivo;3;F;20;2000
1681;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;4;M;1;100
1682;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO EMINENT;$ 808,00;Negocios;2;M;2;200
1683;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.214,72;Prefer;0;F;3;300
1684;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;1;M;4;400
1685;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Eminent;3;F;5;500
1686;Febrero;Sin Envio;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;CARGO REPOSICION;$ 374,02;Negocios;4;M;6;600
1687;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Prefer;2;M;7;700
1688;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.305,79;Masivo;0;M;8;800
1689;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;ONB;SERVICIO EMINENT;$ 8.264,46;Eminent;1;F;9;900
1690;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;F;10;1000
1691;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 886,79;Prefer;4;F;11;1100
1692;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;COM BANELCO;$ 909,00;Prefer;2;M;12;1200
1693;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 1.859,40;Prefer;0;M;13;1300
1694;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 1.239,72;Masivo;1;F;14;1400
1695;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 1.652,89;Prefer;3;F;15;1500
1696;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;SERVICIO EMINENT;$ 10.330,58;Masivo;4;M;16;1600
1697;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;2;M;17;1700
1698;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;0;M;18;1800
1699;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM BANELCO;$ 4.958,68;Prefer;1;M;19;1900
1700;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 3.057,85;Masivo;3;F;20;2000
1701;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;SUC;COM MANT CCE;$ 3.305,79;Masivo;4;F;1;100
1702;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 2.066,12;Eminent;2;F;2;200
1703;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 8.181,82;Eminent;0;F;3;300
1704;Diciembre;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.099,18;Eminent;1;F;4;400
1705;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;3;F;5;500
1706;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 6.198,35;Prefer;4;F;6;600
1707;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CARGO REPOSICION;$ 2.107,38;Prefer;2;M;7;700
1708;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 6.446,28;Masivo;0;M;8;800
1709;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Masivo;1;F;9;900
1710;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;SIN RENTA;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;3;F;10;1000
1711;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 698,50;Eminent;4;F;11;1100
1712;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Negocios;2;M;12;1200
1713;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 6.446,28;Prefer;0;M;13;1300
1714;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 68,06;Masivo;1;F;14;1400
1715;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM MANT CCE;$ 6.198,35;Eminent;3;M;15;1500
1716;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;PERSONAS ANSES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F;16;1600
1717;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;SERVICIO EMINENT;$ 2.892,56;Prefer;2;M;17;1700
1718;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 446,66;Masivo;0;M;18;1800
1719;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 963,24;Eminent;1;M;19;1900
1720;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 10.330,58;Eminent;3;F;20;2000
1721;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;4;F;1;100
1722;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 2.892,56;Prefer;2;F;2;200
1723;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;SERVICIO CUENTA PREFER;$ 2.192,72;Prefer;0;M;3;300
1724;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 396,69;Masivo;1;M;4;400
1725;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CSEDB;COMISION MANT DE CUENTA;$ 4.090,81;Prefer;3;F;5;500
1726;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 991,74;Masivo;4;F;6;600
1727;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 2.272,93;Eminent;2;M;7;700
1728;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 2.479,34;Eminent;0;M;8;800
1729;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;COM MANT CCE;$ 7.934,58;Prefer;1;M;9;900
1730;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;3;M;10;1000
1731;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;4;F;11;1100
1732;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Conecta;COMISION MANT DE CUENTA;$ 826,45;Eminent;2;F;12;1200
1733;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CAD;CARGOGESTCOBRANZA;$ 2.479,34;Eminent;0;F;13;1300
1734;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 3.719,01;Eminent;1;F;14;1400
1735;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.132,23;Eminent;3;F;15;1500
1736;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COM MANT CCE;$ 5.284,58;Prefer;4;F;16;1600
1737;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Prefer;2;F;17;1700
1738;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 10.330,58;Masivo;0;M;18;1800
1739;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 4.214,88;Masivo;1;M;19;1900
1740;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;3;F;20;2000
1741;Octubre;Automatica;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;ONB;COM BANELCO;$ 402,39;Eminent;4;F;1;100
1742;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CARGO REPOSICION;$ 2.479,34;Negocios;2;F;2;200
1743;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COM MANT CCE;$ 4.958,68;Prefer;0;M;3;300
1744;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 323,00;Masivo;1;M;4;400
1745;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;3;F;5;500
1746;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;4;M;6;600
1747;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Prefer;2;F;7;700
1748;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 4.958,68;Masivo;0;M;8;800
1749;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CAD;CARGO REPOSICION;$ 404,11;Eminent;1;M;9;900
1750;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;PERSONAS ANSES;CCC;COM MANT CCE;$ 4.545,45;Eminent;3;M;10;1000
1751;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;4;F;11;1100
1752;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 2.272,73;Prefer;2;F;12;1200
1753;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Prefer;0;F;13;1300
1754;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.201,33;Masivo;1;M;14;1400
1755;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;ONB;COM BANELCO;$ 8.040,48;Prefer;3;M;15;1500
1756;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGO REPOSICION;$ 0,02;Masivo;4;F;16;1600
1757;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;COM MANT CCE;$ 8.181,82;Eminent;2;F;17;1700
1758;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 1.074,33;Eminent;0;M;18;1800
1759;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;M;19;1900
1760;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 578,52;Masivo;3;M;20;2000
1761;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;4;M;1;100
1762;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Eminent;2;F;2;200
1763;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;0;F;3;300
1764;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 7.988,66;Eminent;1;F;4;400
1765;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Eminent;3;F;5;500
1766;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;F;6;600
1767;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 2.479,34;Prefer;2;F;7;700
1768;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F;8;800
1769;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Agro Pes;SUC;COM BANELCO;$ 490,00;Masivo;1;M;9;900
1770;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Masivo;3;M;10;1000
1771;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Eminent;4;F;11;1100
1772;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F;12;1200
1773;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 8.181,82;Prefer;0;F;13;1300
1774;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;1;M;14;1400
1775;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;3;M;15;1500
1776;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 2.396,69;Negocios;4;F;16;1600
1777;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 323,00;Prefer;2;M;17;1700
1778;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 6.198,35;Masivo;0;F;18;1800
1779;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Eminent;1;M;19;1900
1780;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 1.487,60;Eminent;3;M;20;2000
1781;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;FAMILIA GALICIA;SUC;COMISION MANT DE CUENTA;$ 7.498,37;Prefer;4;M;1;100
1782;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 3.305,79;Prefer;2;F;2;200
1783;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Empleados BGBA;SUC;COM BANELCO;$ 11.209,00;Prefer;0;F;3;300
1784;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 3.719,01;Masivo;1;F;4;400
1785;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COM MANT CCE;$ 4.958,68;Prefer;3;M;5;500
1786;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;M;6;600
1787;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 2,69;Eminent;2;F;7;700
1788;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 5.154,45;Eminent;0;F;8;800
1789;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 43,70;Prefer;1;M;9;900
1790;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;3;M;10;1000
1791;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 1.406,01;Masivo;4;M;11;1100
1792;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COM MANT CCE;$ 81,87;Eminent;2;M;12;1200
1793;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 14.282,00;Eminent;0;F;13;1300
1794;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 3.996,66;Eminent;1;F;14;1400
1795;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CSEDB;COMISION MANT DE CUENTA;$ 10.330,58;Eminent;3;F;15;1500
1796;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;4;F;16;1600
1797;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;2;F;17;1700
1798;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 0,21;Masivo;0;F;18;1800
1799;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 4.958,68;Masivo;1;F;19;1900
1800;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M;20;2000
1801;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;4;M;1;100
1802;Mayo;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Negocios;2;F;2;200
1803;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 1.026,58;Prefer;0;F;3;300
1804;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM BANELCO;$ 6.198,35;Masivo;1;F;4;400
1805;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 4.132,23;Eminent;3;M;5;500
1806;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 4.545,45;Negocios;4;M;6;600
1807;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 2.396,69;Prefer;2;F;7;700
1808;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;0;M;8;800
1809;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;1;F;9;900
1810;Septiembre;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 1.822,40;Eminent;3;M;10;1000
1811;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 72,00;Prefer;4;M;11;1100
1812;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 3.104,79;Prefer;2;M;12;1200
1813;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Prefer;0;F;13;1300
1814;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Masivo;1;F;14;1400
1815;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CAD;SERVICIO EMINENT;$ 867,78;Prefer;3;F;15;1500
1816;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;ONB;COMISION MANT DE CUENTA;$ 390,08;Masivo;4;M;16;1600
1817;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;2;M;17;1700
1818;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;COM BANELCO;$ 11.267,00;Eminent;0;F;18;1800
1819;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 2.892,56;Prefer;1;F;19;1900
1820;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 5.464,89;Masivo;3;M;20;2000
1821;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;M;1;100
1822;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO EMINENT;$ 10.330,58;Eminent;2;M;2;200
1823;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 225,59;Eminent;0;M;3;300
1824;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.958,68;Eminent;1;F;4;400
1825;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 4.132,23;Eminent;3;F;5;500
1826;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 6.198,35;Prefer;4;F;6;600
1827;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM MANT CCE;$ 2.892,56;Prefer;2;F;7;700
