Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo
1733;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CAD;CARGOGESTCOBRANZA;$ 2.479,34;Eminent;0;F
1734;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 3.719,01;Eminent;1;F
1735;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.132,23;Eminent;3;F
1736;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COM MANT CCE;$ 5.284,58;Prefer;4;F
1737;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Prefer;2;F
1738;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 10.330,58;Masivo;0;M
1739;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 4.214,88;Masivo;1;M
1740;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;3;F
1741;Octubre;Automatica;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;ONB;COM BANELCO;$ 402,39;Eminent;4;F
1742;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CARGO REPOSICION;$ 2.479,34;Negocios;2;F
1743;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COM MANT CCE;$ 4.958,68;Prefer;0;M
1744;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 323,00;Masivo;1;M
1745;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;3;F
1746;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;4;M
1747;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Prefer;2;F
1748;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 4.958,68;Masivo;0;M
1749;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CAD;CARGO REPOSICION;$ 404,11;Eminent;1;M
1750;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;PERSONAS ANSES;CCC;COM MANT CCE;$ 4.545,45;Eminent;3;M
1751;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;4;F
1752;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 2.272,73;Prefer;2;F
1753;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Prefer;0;F
1754;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.201,33;Masivo;1;M
1755;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;ONB;COM BANELCO;$ 8.040,48;Prefer;3;M
1756;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGO REPOSICION;$ 0,02;Masivo;4;F
1757;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;COM MANT CCE;$ 8.181,82;Eminent;2;F
1758;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 1.074,33;Eminent;0;M
1759;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;M
1760;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 578,52;Masivo;3;M
1761;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;4;M
1762;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Eminent;2;F
1763;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;0;F
1764;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 7.988,66;Eminent;1;F
1765;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Eminent;3;F
1766;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;F
1767;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 2.479,34;Prefer;2;F
1768;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F
1769;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Agro Pes;SUC;COM BANELCO;$ 490,00;Masivo;1;M
1770;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Masivo;3;M
1771;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Eminent;4;F
1772;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F
1773;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 8.181,82;Prefer;0;F
1774;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;1;M
1775;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;3;M
1776;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 2.396,69;Negocios;4;F
1777;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 323,00;Prefer;2;M
1778;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 6.198,35;Masivo;0;F
1779;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Eminent;1;M
1780;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 1.487,60;Eminent;3;M
1781;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;FAMILIA GALICIA;SUC;COMISION MANT DE CUENTA;$ 7.498,37;Prefer;4;M
1782;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 3.305,79;Prefer;2;F
1783;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Empleados BGBA;SUC;COM BANELCO;$ 11.209,00;Prefer;0;F
1784;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 3.719,01;Masivo;1;F
1785;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COM MANT CCE;$ 4.958,68;Prefer;3;M
1786;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;M
1787;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 2,69;Eminent;2;F
1788;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 5.154,45;Eminent;0;F
1789;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 43,70;Prefer;1;M
1790;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;3;M
1791;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 1.406,01;Masivo;4;M
1792;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COM MANT CCE;$ 81,87;Eminent;2;M
1793;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 14.282,00;Eminent;0;F
1794;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 3.996,66;Eminent;1;F
1795;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CSEDB;COMISION MANT DE CUENTA;$ 10.330,58;Eminent;3;F
1796;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;4;F
1797;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;2;F
1798;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 0,21;Masivo;0;F
1799;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 4.958,68;Masivo;1;F
1800;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M
1801;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;4;M
1802;Mayo;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Negocios;2;F
1803;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 1.026,58;Prefer;0;F
1804;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM BANELCO;$ 6.198,35;Masivo;1;F
1805;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 4.132,23;Eminent;3;M
1806;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 4.545,45;Negocios;4;M
1807;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 2.396,69;Prefer;2;F
1808;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;0;M
1809;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;1;F
1810;Septiembre;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 1.822,40;Eminent;3;M
1811;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 72,00;Prefer;4;M
1812;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 3.104,79;Prefer;2;M
1813;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Prefer;0;F
1814;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Masivo;1;F
1815;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CAD;SERVICIO EMINENT;$ 867,78;Prefer;3;F
1816;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;ONB;COMISION MANT DE CUENTA;$ 390,08;Masivo;4;M
1817;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;2;M
1818;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;COM BANELCO;$ 11.267,00;Eminent;0;F
1819;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 2.892,56;Prefer;1;F
1820;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 5.464,89;Masivo;3;M
1821;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;M
1822;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO EMINENT;$ 10.330,58;Eminent;2;M
1823;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 225,59;Eminent;0;M
1824;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.958,68;Eminent;1;F
1825;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 4.132,23;Eminent;3;F
1826;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 6.198,35;Prefer;4;F
1827;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM MANT CCE;$ 2.892,56;Prefer;2;F
1828;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.132,23;Masivo;0;F
1829;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;SERVICIO EMINENT;$ 4.958,68;Masivo;1;F
1830;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.798,16;Masivo;3;F
1831;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CAD;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;4;M
1832;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM BANELCO;$ 6.446,28;Negocios;2;M
1833;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;CARGO REPOSICION;$ 3.305,79;Prefer;0;F
1834;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;COM MANT CCE;$ 5.927,92;Masivo;1;F
1835;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 2.727,21;Eminent;3;F
1836;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.132,23;Negocios;4;M
1837;Agosto;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Prefer;2;M
1838;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F
1839;Junio;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 1,61;Eminent;1;M
1840;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;CARGO REPOSICION;$ 4.545,45;Eminent;3;F
1841;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;SUC;COM MANT CCE;$ 8.264,46;Prefer;4;M
1842;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CAD;SERVICIO CUENTA PREFER;$ 4.958,68;Prefer;2;M
1843;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;0;M
1844;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;1;F
1845;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.132,23;Prefer;3;F
1846;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;COM BANELCO;$ 6.446,28;Masivo;4;F
1847;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;CARGO REPOSICION;$ 4.132,23;Eminent;2;M
1848;Abril;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 5.449,52;Eminent;0;M
1849;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;1;F
1850;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F
1851;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;4;M
1852;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Eminent;2;M
1853;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 3.719,01;Eminent;0;M
1854;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 4.545,41;Eminent;1;M
1855;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 4.545,45;Eminent;3;F
1856;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 4.090,81;Prefer;4;F
1857;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CSEDB;SERVICIO EMINENT;$ 3.305,79;Prefer;2;F
1858;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 2.479,34;Masivo;0;F
1859;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;1;F
1860;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CAD;COM BANELCO;$ 2.400,31;Masivo;3;F
1861;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.264,46;Eminent;4;F
1862;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COM MANT CCE;$ 4.958,68;Negocios;2;M
1863;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 4.958,68;Prefer;0;M
1864;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;SERVICIO EMINENT;$ 2.479,34;Masivo;1;F
1865;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;F
1866;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 4.132,23;Negocios;4;F
1867;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM BANELCO;$ 2.479,34;Prefer;2;M
1868;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 8.181,82;Masivo;0;M
1869;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 11.267,00;Eminent;1;F
1870;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 10.330,58;Eminent;3;M
1871;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.446,28;Prefer;4;F
1872;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;M
1873;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 1.318,20;Prefer;0;M
1874;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;COM BANELCO;$ 4.545,45;Masivo;1;M
1875;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;CARGO REPOSICION;$ 3.719,01;Prefer;3;F
1876;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 2.594,30;Masivo;4;F
1877;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;F
1878;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;0;M
1879;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 2.539,35;Prefer;1;M
1880;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;3;F
1881;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 3.807,77;Masivo;4;F
1882;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGO REPOSICION;$ 6.198,35;Eminent;2;M
1883;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 2.272,73;Eminent;0;M
1884;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 2.479,34;Eminent;1;M
1885;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Eminent;3;M
1886;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Prefer;4;F
